dataset_name,detail_url,dataset_description,resource name,resource_type,resource_region,resource_desc,tag01,tag02,tag03,tag04,tag05,tag06,tag07,tag08,tag09,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20
"Geosnap Data, Center for Geospatial Sciences",https://registry.opendata.aws/spatial-ucr/,This bucket contains multiple datasets (as Quilt packages) created by the Center for Geospatial Sciences (CGS) at the University of California-Riverside. The data in this bucket contains the following:1) Tabular and geographic data from the US Census 2) Land Cover imagery collected from Multi-Resolution Land Characteristics Consortium 3) Road network data processed from OpenStreetMap,arn:aws:s3:::spatial-ucr,S3 Bucket,us-east-1,Data files stored as Apache parquet and GeoTiff in a public bucket,demographics,geospatial,urban,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Humor Detection from Product Question Answering Systems,https://registry.opendata.aws/humor-detection/,"This dataset provides labeled humor detection from product question answering systems. The dataset contains 3 csv files: Humorous.csv containing the humorous product questions, Non-humorous-unbiased.csv containing the non-humorous prodcut questions from the same products as the humorous one, and, Non-humorous-biased.csv containing the non-humorous prodcut questions from randomly selected products. Each file has the question, product description, image url to the product, and a label if the question is humorous or not.",arn:aws:s3:::humor-detection-pds,S3 Bucket,us-west-2,Humor Detection Dataset,machine learning,natural language processing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"MODIS MYD13A1, MOD13A1, MYD11A1, MOD11A1, MCD43A4",https://registry.opendata.aws/modis-astraea/,"Data from the Moderate Resolution Imaging Spectroradiometer (MODIS), managed by the U.S. Geological Survey and NASA. Five products are included: MCD43A4 (MODIS/Terra and Aqua Nadir BRDF-Adjusted Reflectance Daily L3 Global 500 m SIN Grid), MOD11A1 (MODIS/Terra Land Surface Temperature/Emissivity Daily L3 Global 1 km SIN Grid), MYD11A1 (MODIS/Aqua Land Surface Temperature/Emissivity Daily L3 Global 1 km SIN Grid), MOD13A1 (MODIS/Terra Vegetation Indices 16-Day L3 Global 500 m SIN Grid), and MYD13A1 (MODIS/Aqua Vegetation Indices 16-Day L3 Global 500 m SIN Grid). MCD43A4 has global coverage, all time (~21 years). The other products have ~11 years of global coverage. All data files are in single-band cloud-optimized GeoTIFF (COG) format.",arn:aws:s3:::astraea-opendata,S3 Bucket Requester Pays,us-west-2,Imagery and metadata,disaster response,geospatial,natural resource,satellite imagery,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"MODIS MYD13A1, MOD13A1, MYD11A1, MOD11A1, MCD43A4",https://registry.opendata.aws/modis-astraea/,"Data from the Moderate Resolution Imaging Spectroradiometer (MODIS), managed by the U.S. Geological Survey and NASA. Five products are included: MCD43A4 (MODIS/Terra and Aqua Nadir BRDF-Adjusted Reflectance Daily L3 Global 500 m SIN Grid), MOD11A1 (MODIS/Terra Land Surface Temperature/Emissivity Daily L3 Global 1 km SIN Grid), MYD11A1 (MODIS/Aqua Land Surface Temperature/Emissivity Daily L3 Global 1 km SIN Grid), MOD13A1 (MODIS/Terra Vegetation Indices 16-Day L3 Global 500 m SIN Grid), and MYD13A1 (MODIS/Aqua Vegetation Indices 16-Day L3 Global 500 m SIN Grid). MCD43A4 has global coverage, all time (~21 years). The other products have ~11 years of global coverage. All data files are in single-band cloud-optimized GeoTIFF (COG) format.",arn:aws:sns:us-west-2:791757209086:astraea-opendata-events,SNS Topic,us-west-2,New data notifications,disaster response,geospatial,natural resource,satellite imagery,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"MODIS MYD13A1, MOD13A1, MYD11A1, MOD11A1, MCD43A4",https://registry.opendata.aws/modis-astraea/,"Data from the Moderate Resolution Imaging Spectroradiometer (MODIS), managed by the U.S. Geological Survey and NASA. Five products are included: MCD43A4 (MODIS/Terra and Aqua Nadir BRDF-Adjusted Reflectance Daily L3 Global 500 m SIN Grid), MOD11A1 (MODIS/Terra Land Surface Temperature/Emissivity Daily L3 Global 1 km SIN Grid), MYD11A1 (MODIS/Aqua Land Surface Temperature/Emissivity Daily L3 Global 1 km SIN Grid), MOD13A1 (MODIS/Terra Vegetation Indices 16-Day L3 Global 500 m SIN Grid), and MYD13A1 (MODIS/Aqua Vegetation Indices 16-Day L3 Global 500 m SIN Grid). MCD43A4 has global coverage, all time (~21 years). The other products have ~11 years of global coverage. All data files are in single-band cloud-optimized GeoTIFF (COG) format.",arn:aws:s3:::astraea-opendata-inventory/astraea-opendata/modis-assets-MCD43A4,S3 Bucket Requester Pays,us-west-2,S3 Inventory files for MCD43A4 (ORC),disaster response,geospatial,natural resource,satellite imagery,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"MODIS MYD13A1, MOD13A1, MYD11A1, MOD11A1, MCD43A4",https://registry.opendata.aws/modis-astraea/,"Data from the Moderate Resolution Imaging Spectroradiometer (MODIS), managed by the U.S. Geological Survey and NASA. Five products are included: MCD43A4 (MODIS/Terra and Aqua Nadir BRDF-Adjusted Reflectance Daily L3 Global 500 m SIN Grid), MOD11A1 (MODIS/Terra Land Surface Temperature/Emissivity Daily L3 Global 1 km SIN Grid), MYD11A1 (MODIS/Aqua Land Surface Temperature/Emissivity Daily L3 Global 1 km SIN Grid), MOD13A1 (MODIS/Terra Vegetation Indices 16-Day L3 Global 500 m SIN Grid), and MYD13A1 (MODIS/Aqua Vegetation Indices 16-Day L3 Global 500 m SIN Grid). MCD43A4 has global coverage, all time (~21 years). The other products have ~11 years of global coverage. All data files are in single-band cloud-optimized GeoTIFF (COG) format.",arn:aws:s3:::astraea-opendata-inventory/astraea-opendata/modis-assets-MOD11A1,S3 Bucket Requester Pays,us-west-2,S3 Inventory files for MOD11A1 (ORC),disaster response,geospatial,natural resource,satellite imagery,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"MODIS MYD13A1, MOD13A1, MYD11A1, MOD11A1, MCD43A4",https://registry.opendata.aws/modis-astraea/,"Data from the Moderate Resolution Imaging Spectroradiometer (MODIS), managed by the U.S. Geological Survey and NASA. Five products are included: MCD43A4 (MODIS/Terra and Aqua Nadir BRDF-Adjusted Reflectance Daily L3 Global 500 m SIN Grid), MOD11A1 (MODIS/Terra Land Surface Temperature/Emissivity Daily L3 Global 1 km SIN Grid), MYD11A1 (MODIS/Aqua Land Surface Temperature/Emissivity Daily L3 Global 1 km SIN Grid), MOD13A1 (MODIS/Terra Vegetation Indices 16-Day L3 Global 500 m SIN Grid), and MYD13A1 (MODIS/Aqua Vegetation Indices 16-Day L3 Global 500 m SIN Grid). MCD43A4 has global coverage, all time (~21 years). The other products have ~11 years of global coverage. All data files are in single-band cloud-optimized GeoTIFF (COG) format.",arn:aws:s3:::astraea-opendata-inventory/astraea-opendata/modis-assets-MYD11A1,S3 Bucket Requester Pays,us-west-2,S3 Inventory files for MYD11A1 (ORC),disaster response,geospatial,natural resource,satellite imagery,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"MODIS MYD13A1, MOD13A1, MYD11A1, MOD11A1, MCD43A4",https://registry.opendata.aws/modis-astraea/,"Data from the Moderate Resolution Imaging Spectroradiometer (MODIS), managed by the U.S. Geological Survey and NASA. Five products are included: MCD43A4 (MODIS/Terra and Aqua Nadir BRDF-Adjusted Reflectance Daily L3 Global 500 m SIN Grid), MOD11A1 (MODIS/Terra Land Surface Temperature/Emissivity Daily L3 Global 1 km SIN Grid), MYD11A1 (MODIS/Aqua Land Surface Temperature/Emissivity Daily L3 Global 1 km SIN Grid), MOD13A1 (MODIS/Terra Vegetation Indices 16-Day L3 Global 500 m SIN Grid), and MYD13A1 (MODIS/Aqua Vegetation Indices 16-Day L3 Global 500 m SIN Grid). MCD43A4 has global coverage, all time (~21 years). The other products have ~11 years of global coverage. All data files are in single-band cloud-optimized GeoTIFF (COG) format.",arn:aws:s3:::astraea-opendata-inventory/astraea-opendata/modis-assets-MOD13A1,S3 Bucket Requester Pays,us-west-2,S3 Inventory files for MOD13A1 (ORC),disaster response,geospatial,natural resource,satellite imagery,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"MODIS MYD13A1, MOD13A1, MYD11A1, MOD11A1, MCD43A4",https://registry.opendata.aws/modis-astraea/,"Data from the Moderate Resolution Imaging Spectroradiometer (MODIS), managed by the U.S. Geological Survey and NASA. Five products are included: MCD43A4 (MODIS/Terra and Aqua Nadir BRDF-Adjusted Reflectance Daily L3 Global 500 m SIN Grid), MOD11A1 (MODIS/Terra Land Surface Temperature/Emissivity Daily L3 Global 1 km SIN Grid), MYD11A1 (MODIS/Aqua Land Surface Temperature/Emissivity Daily L3 Global 1 km SIN Grid), MOD13A1 (MODIS/Terra Vegetation Indices 16-Day L3 Global 500 m SIN Grid), and MYD13A1 (MODIS/Aqua Vegetation Indices 16-Day L3 Global 500 m SIN Grid). MCD43A4 has global coverage, all time (~21 years). The other products have ~11 years of global coverage. All data files are in single-band cloud-optimized GeoTIFF (COG) format.",arn:aws:s3:::astraea-opendata-inventory/astraea-opendata/modis-assets-MYD13A1,S3 Bucket Requester Pays,us-west-2,S3 Inventory files for MYD13A1 (ORC),disaster response,geospatial,natural resource,satellite imagery,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Swiss Public Transport Stops,https://registry.opendata.aws/schweizer-haltestellen-oev/,The basic geo-data set for public transport stops comprises public transport stops in Switzerland and additional selected geo-referenced public transport locations that are of operational or structural importance (operating points).,arn:aws:s3:::data.geo.admin.ch/ch.bav.haltestellen-oev/data.zip,S3 Bucket,eu-west-1,"data files ESRI FGDB, CSV , MapInfo, Interlis",cities,geospatial,infrastructure,mapping,traffic,transportation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COVID-19 Molecular Structure and Therapeutics Hub,https://registry.opendata.aws/molssi-covid19-hub/,"Aggregating critical information to accelerate drug discovery for the molecular modeling and simulation community. A community-driven data repository and curation service for molecular structures, models, therapeutics, and simulations related to computational research related to therapeutic opportunities for COVID-19 (caused by the SARS-CoV-2 coronavirus).",arn:aws:s3:::molssi-bioexcel-covid-19-structure-therapeutics-hub,S3 Bucket,us-east-1,"Data storage of for the MolSSI and BioExcel COVID-19 Hub. Includes atomistic structures (often as PDB), refined models (as PDB or higher resolution molecular file types), simulations (file types a function of the simulation program, usually compressed as zip or tarball), drug databases of conformers and tautomers (primarily compressed mol2 files), and any additional supporting files necessary to reproduce or process the data included in the the compressed package (e.g. simulation inputs).",bioinformatics,biology,coronavirus,COVID-19,molecular docking,pharmaceutical,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DigitalGlobe Open Data Program,https://registry.opendata.aws/digital-globe-open-data/,"Pre and post event high-resolution satellite imagery in support of emergency planning, risk assessment, monitoring of staging areas and emergency response, damage assessment, and recovery. Also incudes crowdsourced damage assessments for major, sudden onset disasters.",opendata.digitalglobe.com,CloudFront Distribution,us-east-1,Imagery and metadata,disaster response,earth observation,geospatial,satellite imagery,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Multiview Extended Video with Activities (MEVA),https://registry.opendata.aws/mevadata/,"The Multiview Extended Video with Activities (MEVA) dataset consists video data of human activity, both scripted and unscripted, collected with roughly 100 actors over several weeks. The data was collected with 29 cameras with overlapping and non-overlapping fields of view. The current release consists of about 328 hours (516GB, 4259 clips) of video data, as well as 4.6 hours (26GB) of UAV data. Other data includes GPS tracks of actors, camera models, and a site map. We have also released annotations for 22 hours of data. Further updates are planned.",arn:aws:s3:::mevadata-public-01,S3 Bucket,us-east-1,AVI video clips and collection site map,computer vision,urban,us,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
